path,Class,height,width,channel,B&W,luminosite,area,keep
COVID/COVID (833).png,covid,331.0,331.0,3.0,True,123.02766495377004,38391.0,1
COVID/COVID (693).png,covid,331.0,331.0,3.0,True,137.41054754885405,23707.0,1
COVID/COVID (247).png,covid,256.0,256.0,3.0,True,152.99221801757812,36062.0,1
COVID/COVID (897).png,covid,331.0,331.0,3.0,True,146.3680232929601,27351.0,1
COVID/COVID (732).png,covid,331.0,331.0,3.0,True,155.5078814541671,38790.0,1
COVID/COVID (990).png,covid,331.0,331.0,3.0,True,160.6855632935077,36325.0,1
COVID/COVID (947).png,covid,331.0,331.0,3.0,True,106.45518021923858,28083.0,1
COVID/COVID (1082).png,covid,331.0,331.0,3.0,True,120.78026852620914,20692.0,1
COVID/COVID (1096).png,covid,331.0,331.0,3.0,True,153.47777037449458,40574.0,1
COVID/COVID (1157).png,covid,913.0,1102.0,3.0,True,145.08854755766174,32730.0,1
COVID/COVID (198).png,covid,256.0,256.0,3.0,True,94.41539001464844,35801.0,1
COVID/COVID (901).png,covid,331.0,331.0,3.0,True,143.35074524694005,43022.0,1
COVID/COVID (116).png,covid,256.0,256.0,3.0,True,155.97332763671875,33266.0,1
COVID/COVID (288).png,covid,256.0,256.0,3.0,True,102.85813903808594,34779.0,1
COVID/COVID (180).png,covid,256.0,256.0,3.0,True,114.5051727294922,22879.0,1
COVID/COVID (622).png,covid,331.0,331.0,3.0,True,134.38734586212246,29628.0,1
COVID/COVID (4).png,covid,256.0,256.0,3.0,True,141.35301208496094,30078.0,1
COVID/COVID (29).png,covid,256.0,256.0,3.0,True,143.23507690429688,28044.0,1
COVID/COVID (84).png,covid,256.0,256.0,3.0,True,118.0953369140625,29362.0,1
COVID/COVID (912).png,covid,331.0,331.0,3.0,True,149.5141793156324,40516.0,1
COVID/COVID (445).png,covid,256.0,256.0,3.0,True,130.4918212890625,32213.0,1
COVID/COVID (132).png,covid,256.0,256.0,3.0,True,129.22915649414062,38330.0,1
COVID/COVID (275).png,covid,256.0,256.0,3.0,True,186.3536529541016,27667.0,1
COVID/COVID (1101).png,covid,331.0,331.0,3.0,True,148.3889066364856,44148.0,1
COVID/COVID (944).png,covid,331.0,331.0,3.0,True,130.97301959638924,35582.0,1
COVID/COVID (269).png,covid,256.0,256.0,3.0,True,152.9988555908203,40068.0,1
COVID/COVID (959).png,covid,331.0,331.0,3.0,True,97.95085842589971,41480.0,1
COVID/COVID (721).png,covid,331.0,331.0,3.0,True,161.83635600259217,28935.0,1
COVID/COVID (151).png,covid,256.0,256.0,3.0,True,121.96261596679688,47324.0,1
COVID/COVID (1150).png,covid,952.0,1184.0,3.0,True,178.21714243129685,22488.0,1
COVID/COVID (284).png,covid,256.0,256.0,3.0,True,152.1558837890625,38481.0,1
COVID/COVID (748).png,covid,331.0,331.0,3.0,True,121.08830697054607,43416.0,1
COVID/COVID (920).png,covid,331.0,331.0,3.0,True,168.11680251184268,33295.0,1
COVID/COVID (413).png,covid,256.0,256.0,3.0,True,167.47210693359375,37030.0,1
COVID/COVID (841).png,covid,331.0,331.0,3.0,True,133.08008324129938,43310.0,1
COVID/COVID (964).png,covid,331.0,331.0,3.0,True,141.02081945217736,39057.0,1
COVID/COVID (975).png,covid,331.0,331.0,3.0,True,144.68174806728672,36800.0,1
COVID/COVID (216).png,covid,256.0,256.0,3.0,True,87.767822265625,23237.0,1
COVID/COVID (908).png,covid,331.0,331.0,3.0,True,161.91747976013363,31643.0,1
COVID/COVID (294).png,covid,256.0,256.0,3.0,True,130.18797302246094,47234.0,1
COVID/COVID (191).png,covid,256.0,256.0,3.0,True,149.67210388183594,42983.0,1
COVID/COVID (174).png,covid,256.0,256.0,3.0,True,142.2613525390625,50500.0,1
COVID/COVID (910).png,covid,331.0,331.0,3.0,True,161.08370679347578,20477.0,1
COVID/COVID (567).png,covid,331.0,331.0,3.0,True,135.4888783417457,27660.0,1
COVID/COVID (443).png,covid,256.0,256.0,3.0,True,117.6726531982422,46009.0,1
COVID/COVID (1185).png,covid,952.0,1184.0,3.0,True,129.98718292215534,36658.0,1
COVID/COVID (52).png,covid,256.0,256.0,3.0,True,148.51866149902344,29977.0,1
COVID/COVID (386).png,covid,256.0,256.0,3.0,True,67.41510009765625,31962.0,1
COVID/COVID (535).png,covid,256.0,256.0,3.0,True,189.60020446777344,40157.0,1
COVID/COVID (56).png,covid,256.0,256.0,3.0,True,160.48306274414062,25364.0,1
COVID/COVID (576).png,covid,331.0,331.0,3.0,True,172.5601810863355,43360.0,1
COVID/COVID (1001).png,covid,331.0,331.0,3.0,True,101.47767910114,32754.0,1
COVID/COVID (1129).png,covid,331.0,331.0,3.0,True,153.31148857713967,42092.0,1
COVID/COVID (161).png,covid,256.0,256.0,3.0,True,158.35472106933594,34310.0,1
COVID/COVID (141).png,covid,256.0,256.0,3.0,True,166.68714904785156,48259.0,1
COVID/COVID (317).png,covid,256.0,256.0,3.0,True,145.22491455078125,25796.0,1
COVID/COVID (529).png,covid,256.0,256.0,3.0,True,141.4635467529297,43663.0,1
COVID/COVID (877).png,covid,331.0,331.0,3.0,True,148.53180420039982,44127.0,1
COVID/COVID (329).png,covid,256.0,256.0,3.0,True,125.22474670410156,18101.0,1
COVID/COVID (642).png,covid,331.0,331.0,3.0,True,134.3415266381285,33570.0,1
COVID/COVID (705).png,covid,331.0,331.0,3.0,True,156.69237228575858,10342.0,0
COVID/COVID (226).png,covid,256.0,256.0,3.0,True,184.90167236328125,35638.0,1
COVID/COVID (456).png,covid,256.0,256.0,3.0,True,137.83439636230472,32398.0,1
COVID/COVID (30).png,covid,256.0,256.0,3.0,True,101.41607666015624,42976.0,1
COVID/COVID (390).png,covid,256.0,256.0,3.0,True,153.97222900390625,39803.0,1
COVID/COVID (385).png,covid,256.0,256.0,3.0,True,69.09254455566406,20058.0,1
COVID/COVID (1007).png,covid,331.0,331.0,3.0,True,156.21918383366344,37032.0,1
COVID/COVID (518).png,covid,256.0,256.0,3.0,True,128.17837524414062,31898.0,1
COVID/COVID (1048).png,covid,331.0,331.0,3.0,True,156.22875840855778,23583.0,1
COVID/COVID (1087).png,covid,331.0,331.0,3.0,True,131.00343187813178,39048.0,1
COVID/COVID (510).png,covid,256.0,256.0,3.0,True,167.3202667236328,33087.0,1
COVID/COVID (555).png,covid,256.0,256.0,3.0,True,152.21334838867188,39795.0,1
COVID/COVID (1079).png,covid,331.0,331.0,3.0,True,170.8822208632634,33243.0,1
COVID/COVID (1020).png,covid,331.0,331.0,3.0,True,153.41235476127454,21015.0,1
COVID/COVID (118).png,covid,256.0,256.0,3.0,True,158.73313903808594,11880.0,0
COVID/COVID (882).png,covid,331.0,331.0,3.0,True,127.77685490274824,22447.0,1
COVID/COVID (302).png,covid,256.0,256.0,3.0,True,146.4022674560547,21055.0,1
COVID/COVID (1198).png,covid,1047.0,1275.0,3.0,True,152.77422776560482,24519.0,1
COVID/COVID (531).png,covid,256.0,256.0,3.0,True,159.40533447265625,45189.0,1
COVID/COVID (605).png,covid,331.0,331.0,3.0,True,140.75353456065568,34500.0,1
COVID/COVID (506).png,covid,256.0,256.0,3.0,True,156.87103271484375,31866.0,1
COVID/COVID (941).png,covid,331.0,331.0,3.0,True,149.68001387354988,42705.0,1
COVID/COVID (45).png,covid,256.0,256.0,3.0,True,135.28468322753906,31041.0,1
COVID/COVID (878).png,covid,331.0,331.0,3.0,True,114.42100747528774,27330.0,1
COVID/COVID (17).png,covid,256.0,256.0,3.0,True,157.04067993164062,40268.0,1
COVID/COVID (379).png,covid,256.0,256.0,3.0,True,154.03598022460938,34911.0,1
COVID/COVID (980).png,covid,331.0,331.0,3.0,True,144.88442055110852,36688.0,1
COVID/COVID (26).png,covid,256.0,256.0,3.0,True,149.43936157226562,37684.0,1
COVID/COVID (63).png,covid,256.0,256.0,3.0,True,152.05328369140625,30188.0,1
COVID/COVID (973).png,covid,331.0,331.0,3.0,True,154.9588813537664,40508.0,1
COVID/COVID (420).png,covid,256.0,256.0,3.0,True,127.66799926757812,49755.0,1
COVID/COVID (1088).png,covid,331.0,331.0,3.0,True,154.03282189830324,32012.0,1
COVID/COVID (250).png,covid,256.0,256.0,3.0,True,134.57527160644528,26744.0,1
COVID/COVID (1121).png,covid,331.0,331.0,3.0,True,149.18368762607133,29057.0,1
COVID/COVID (69).png,covid,256.0,256.0,3.0,True,125.48785400390624,24292.0,1
COVID/COVID (1139).png,covid,891.0,1084.0,3.0,True,151.36922525790914,32723.0,1
COVID/COVID (924).png,covid,331.0,331.0,3.0,True,117.09317184034464,31212.0,1
COVID/COVID (298).png,covid,256.0,256.0,3.0,True,94.0448760986328,16707.0,1
COVID/COVID (220).png,covid,256.0,256.0,3.0,True,137.93824768066406,32343.0,1
COVID/COVID (447).png,covid,256.0,256.0,3.0,True,158.71453857421875,14248.0,0
COVID/COVID (34).png,covid,256.0,256.0,3.0,True,132.58750915527344,40526.0,1
COVID/COVID (782).png,covid,331.0,331.0,3.0,True,156.125975483977,43958.0,1
COVID/COVID (966).png,covid,331.0,331.0,3.0,True,119.20738218891759,20823.0,1
COVID/COVID (360).png,covid,256.0,256.0,3.0,True,102.73728942871094,41368.0,1
COVID/COVID (1054).png,covid,331.0,331.0,3.0,True,155.82494683327096,23985.0,1
COVID/COVID (32).png,covid,256.0,256.0,3.0,True,134.86761474609378,23689.0,1
COVID/COVID (367).png,covid,256.0,256.0,3.0,True,129.88645935058594,18088.0,1
COVID/COVID (652).png,covid,331.0,331.0,3.0,True,146.03906499575578,43721.0,1
COVID/COVID (1138).png,covid,1053.0,1053.0,3.0,True,158.41844267137085,38927.0,1
COVID/COVID (1051).png,covid,331.0,331.0,3.0,True,135.77108642673946,29731.0,1
COVID/COVID (784).png,covid,331.0,331.0,3.0,True,130.51145024233077,43360.0,1
COVID/COVID (1119).png,covid,331.0,331.0,3.0,True,113.22910524730517,36202.0,1
COVID/COVID (140).png,covid,256.0,256.0,3.0,True,128.52084350585938,40829.0,1
COVID/COVID (856).png,covid,331.0,331.0,3.0,True,163.18021011126226,29602.0,1
COVID/COVID (351).png,covid,256.0,256.0,3.0,True,111.78575134277344,39902.0,1
COVID/COVID (646).png,covid,331.0,331.0,3.0,True,137.49531311324284,41872.0,1
COVID/COVID (1008).png,covid,331.0,331.0,3.0,True,96.8819014065224,42559.0,1
COVID/COVID (918).png,covid,331.0,331.0,3.0,True,105.70360803570614,39852.0,1
COVID/COVID (609).png,covid,331.0,331.0,3.0,True,136.15745566396802,42545.0,1
COVID/COVID (144).png,covid,256.0,256.0,3.0,True,111.7847137451172,34885.0,1
COVID/COVID (1069).png,covid,331.0,331.0,3.0,True,155.8559432644828,5019.0,0
COVID/COVID (218).png,covid,256.0,256.0,3.0,True,121.34771728515624,46231.0,1
COVID/COVID (86).png,covid,256.0,256.0,3.0,True,124.51356506347656,47068.0,1
COVID/COVID (790).png,covid,331.0,331.0,3.0,True,131.68844753151214,33135.0,1
COVID/COVID (99).png,covid,256.0,256.0,3.0,True,123.07138061523438,8892.0,0
COVID/COVID (681).png,covid,331.0,331.0,3.0,True,186.64240925146729,37521.0,1
COVID/COVID (815).png,covid,331.0,331.0,3.0,True,110.1774354012833,36291.0,1
COVID/COVID (1100).png,covid,331.0,331.0,3.0,True,174.48740884073712,42360.0,1
COVID/COVID (484).png,covid,256.0,256.0,3.0,True,107.77523803710938,24346.0,1
COVID/COVID (1199).png,covid,891.0,1084.0,3.0,True,163.7145584587159,23714.0,1
COVID/COVID (766).png,covid,331.0,331.0,3.0,True,141.50959739323298,19181.0,1
COVID/COVID (252).png,covid,256.0,256.0,3.0,True,144.29766845703125,20685.0,1
COVID/COVID (330).png,covid,256.0,256.0,3.0,True,126.21965026855469,45803.0,1
COVID/COVID (439).png,covid,256.0,256.0,3.0,True,137.78904724121094,44892.0,1
COVID/COVID (1022).png,covid,331.0,331.0,3.0,True,117.57559715592228,40083.0,1
COVID/COVID (143).png,covid,256.0,256.0,3.0,True,125.81373596191406,45491.0,1
COVID/COVID (700).png,covid,331.0,331.0,3.0,True,135.1253091884886,50279.0,1
COVID/COVID (1070).png,covid,331.0,331.0,3.0,True,132.1077116857276,26997.0,1
COVID/COVID (79).png,covid,256.0,256.0,3.0,True,188.1075592041016,27639.0,1
COVID/COVID (1000).png,covid,331.0,331.0,3.0,True,149.72742125391338,35493.0,1
COVID/COVID (427).png,covid,256.0,256.0,3.0,True,138.52299499511722,22669.0,1
COVID/COVID (71).png,covid,256.0,256.0,3.0,True,141.7281494140625,22008.0,1
COVID/COVID (1057).png,covid,331.0,331.0,3.0,True,136.2388076048959,28102.0,1
COVID/COVID (374).png,covid,256.0,256.0,3.0,True,144.47732543945312,25338.0,1
COVID/COVID (677).png,covid,331.0,331.0,3.0,True,112.18094029809878,8356.0,0
COVID/COVID (972).png,covid,331.0,331.0,3.0,True,107.22295342320714,27934.0,1
COVID/COVID (797).png,covid,331.0,331.0,3.0,True,123.83781637626528,38310.0,1
COVID/COVID (629).png,covid,331.0,331.0,3.0,True,152.6842489572019,41979.0,1
COVID/COVID (214).png,covid,256.0,256.0,3.0,True,118.0816650390625,31199.0,1
COVID/COVID (192).png,covid,256.0,256.0,3.0,True,113.34902954101562,37869.0,1
COVID/COVID (1141).png,covid,891.0,1084.0,3.0,True,148.55925905218652,34703.0,1
COVID/COVID (691).png,covid,331.0,331.0,3.0,True,111.40507114757987,41825.0,1
COVID/COVID (301).png,covid,256.0,256.0,3.0,True,125.97154235839844,30437.0,1
COVID/COVID (47).png,covid,256.0,256.0,3.0,True,154.062744140625,31022.0,1
COVID/COVID (988).png,covid,331.0,331.0,3.0,True,160.94022508009238,21374.0,1
COVID/COVID (874).png,covid,331.0,331.0,3.0,True,157.7304789112914,52765.0,1
COVID/COVID (66).png,covid,256.0,256.0,3.0,True,133.31044006347656,40612.0,1
COVID/COVID (1165).png,covid,992.0,1192.0,3.0,True,146.2077061119831,40027.0,1
COVID/COVID (819).png,covid,331.0,331.0,3.0,True,189.6675641879866,16987.0,1
COVID/COVID (344).png,covid,256.0,256.0,3.0,True,147.70565795898438,20786.0,1
COVID/COVID (505).png,covid,256.0,256.0,3.0,True,112.27484130859376,7996.0,0
COVID/COVID (18).png,covid,256.0,256.0,3.0,True,145.39849853515625,40210.0,1
COVID/COVID (475).png,covid,256.0,256.0,3.0,True,114.7728271484375,31675.0,1
COVID/COVID (348).png,covid,256.0,256.0,3.0,True,141.232666015625,26917.0,1
COVID/COVID (651).png,covid,331.0,331.0,3.0,True,163.46165150007758,38916.0,1
COVID/COVID (409).png,covid,256.0,256.0,3.0,True,107.75051879882812,24327.0,1
COVID/COVID (830).png,covid,331.0,331.0,3.0,True,130.36575971376678,27458.0,1
COVID/COVID (578).png,covid,331.0,331.0,3.0,True,124.26681027007784,44500.0,1
COVID/COVID (339).png,covid,256.0,256.0,3.0,True,133.45950317382812,28334.0,1
COVID/COVID (6).png,covid,256.0,256.0,3.0,True,129.67572021484378,28210.0,1
COVID/COVID (543).png,covid,256.0,256.0,3.0,True,87.16073608398438,15757.0,1
COVID/COVID (43).png,covid,256.0,256.0,3.0,True,136.76676940917972,51555.0,1
COVID/COVID (286).png,covid,256.0,256.0,3.0,True,139.20742797851562,41531.0,1
COVID/COVID (289).png,covid,256.0,256.0,3.0,True,137.41557312011722,23597.0,1
COVID/COVID (906).png,covid,331.0,331.0,3.0,True,108.51340349211857,40510.0,1
COVID/COVID (449).png,covid,256.0,256.0,3.0,True,149.2661895751953,28566.0,1
COVID/COVID (482).png,covid,256.0,256.0,3.0,True,152.73443603515625,41732.0,1
COVID/COVID (89).png,covid,256.0,256.0,3.0,True,188.5731506347656,40900.0,1
COVID/COVID (157).png,covid,256.0,256.0,3.0,True,158.5368194580078,39626.0,1
COVID/COVID (371).png,covid,256.0,256.0,3.0,True,126.34519958496094,33633.0,1
COVID/COVID (324).png,covid,256.0,256.0,3.0,True,145.7012481689453,24494.0,1
COVID/COVID (428).png,covid,256.0,256.0,3.0,True,216.5611267089844,27733.0,1
COVID/COVID (1063).png,covid,331.0,331.0,3.0,True,121.20960013143365,22296.0,1
COVID/COVID (1016).png,covid,331.0,331.0,3.0,True,141.62109692317526,43194.0,1
COVID/COVID (231).png,covid,256.0,256.0,3.0,True,147.23899841308594,38712.0,1
COVID/COVID (31).png,covid,256.0,256.0,3.0,True,164.22718811035156,31724.0,1
COVID/COVID (406).png,covid,256.0,256.0,3.0,True,57.6805419921875,24578.0,1
COVID/COVID (369).png,covid,256.0,256.0,3.0,True,127.00038146972656,31315.0,1
COVID/COVID (342).png,covid,256.0,256.0,3.0,True,124.74388122558594,30169.0,1
COVID/COVID (167).png,covid,256.0,256.0,3.0,True,160.22714233398438,33927.0,1
COVID/COVID (967).png,covid,331.0,331.0,3.0,True,145.1151687187959,29007.0,1
COVID/COVID (1095).png,covid,331.0,331.0,3.0,True,143.43852283202963,42656.0,1
COVID/COVID (1178).png,covid,891.0,1084.0,3.0,True,116.50791121547579,10463.0,1
COVID/COVID (1162).png,covid,952.0,1184.0,3.0,True,169.28026079519643,16915.0,1
COVID/COVID (780).png,covid,331.0,331.0,3.0,True,154.40211389089183,37548.0,1
COVID/COVID (662).png,covid,331.0,331.0,3.0,True,164.1730907896058,47687.0,1
COVID/COVID (164).png,covid,256.0,256.0,3.0,True,124.83700561523438,31281.0,1
COVID/COVID (323).png,covid,256.0,256.0,3.0,True,137.87651062011722,27113.0,1
COVID/COVID (155).png,covid,256.0,256.0,3.0,True,153.79293823242188,33625.0,1
COVID/COVID (57).png,covid,256.0,256.0,3.0,True,149.84327697753906,40212.0,1
COVID/COVID (624).png,covid,331.0,331.0,3.0,True,136.2646197095682,51380.0,1
COVID/COVID (673).png,covid,331.0,331.0,3.0,True,140.8269183377297,25860.0,1
COVID/COVID (871).png,covid,331.0,331.0,3.0,True,155.93813492027272,49358.0,1
COVID/COVID (1018).png,covid,331.0,331.0,3.0,True,147.49350590082238,30673.0,1
COVID/COVID (129).png,covid,256.0,256.0,3.0,True,159.1226348876953,35662.0,1
